Year,Brand,Model,Title,Mile,Price,Transmition,EXT_COLOR,INT_COLOR,Derivtrain,zipcode
2019,Cadillac,XT4 Sport,NEW,0,39821,Automatic,Red,Black,FWD,75207
2015,Nissan,Sentra SV,USED,44988,9750,CVT,Gray,Gray,FWD,75207
2020,Kia,Telluride S,USED,13631,34990,Automatic,White,Black,FWD,75207
2020,Nissan,Versa S,NEW,0,16127,CVT,Black,Gray,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14670,CVT,Blue,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18077,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18077,Automatic,White,Black,FWD,75207
2015,BMW,i8 Base,USED,22944,63000,Automatic,White,Brown,AWD,75207
1990,Cadillac,Brougham,USED,71230,14995,Automatic,Brown,Beige,RWD,75207
2005,Mazda,RX-8 Sport Automatic,USED,129656,4942,Automatic,Blue,Black,RWD,75207
2020,Chevrolet,Trax LS,NEW,0,16864,Automatic,Black,Black,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,18001,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Silver,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,16295,CVT,Gray,Black,FWD,75207
2006,Dodge,Dakota SLT Quad Cab,USED,70123,4995,Automatic,Silver,Gray,4x2/2-wheel drive,75207
2020,Chevrolet,Trax LS,NEW,0,17361,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19395,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17211,Automatic,Gray,Black,FWD,75207
2020,Ford,Escape Titanium Hybrid,NEW,0,33055,CVT,Blue,Beige,AWD,75207
2020,Nissan,Versa S,NEW,0,16236,CVT,Black,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17918,Automatic,White,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,14699,CVT,Blue,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18219,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18545,Automatic,White,Black,FWD,75207
2016,Honda,Fit EX,USED,0,10900,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19080,Automatic,Silver,Black,FWD,75207
2019,Buick,Envision Essence,USED,0,19995,Automatic,Brown,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17926,Automatic,Silver,Black,FWD,75207
2008,Chrysler,300C Hemi,USED,98000,8995,Automatic,White,Gray,RWD,75207
2020,Chevrolet,Trax LS,NEW,0,18091,Automatic,Silver,Gray,FWD,75207
2010,Volkswagen,Eos Komfort,USED,0,8699,Manual,Other,Other,FWD,75207
2013,INFINITI,JX35 Base,USED,67967,11799,CVT,Gray,Gray,AWD,75207
2020,Nissan,Versa S,NEW,0,14614,Manual,Gray,Gray,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,14822,CVT,Black,Black,FWD,75207
2007,Ford,Five Hundred SEL,USED,160123,1499,Automatic,Other,Other,FWD,75207
2020,Ford,EcoSport Titanium,NEW,0,22587,Automatic,Blue,Black,FWD,75207
2018,Ford,Transit-250 Base,NEW,0,30999,Automatic,White,Gray,RWD,75207
2020,Hyundai,Accent SE,NEW,0,14914,CVT,Other,Black,FWD,75207
2020,Nissan,Rogue SL,NEW,0,28475,CVT,Green,Beige,FWD,75207
2019,Dodge,Journey Crossroad,NEW,0,27180,Automatic,Gray,Black,FWD,75207
2015,INFINITI,Q70 3.7X,USED,9834,18468,Automatic,Silver,Gray,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,18671,Automatic,Gray,Black,FWD,75207
2019,Chevrolet,Trax LT,NEW,0,24534,Automatic,White,Black,AWD,75207
2018,Dodge,Journey GT,USED,17156,15950,Automatic,Silver,Gray,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,18195,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19304,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19304,Automatic,White,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,13624,CVT,Silver,Black,FWD,75207
2015,Chrysler,200 Limited,USED,71723,8999,Automatic,Silver,Black,FWD,75207
2019,Dodge,Grand Caravan SXT,NEW,0,25976,Automatic,Blue,Black,FWD,75207
2019,Nissan,Kicks SV,NEW,0,17330,CVT,White,Gray,FWD,75207
2019,Chevrolet,Spark 1LT,NEW,0,15695,CVT,White,Black,FWD,75207
2020,Ford,EcoSport S,NEW,0,19897,Automatic,Black,Gray,FWD,75207
2017,Volvo,XC90 Hybrid T8 R-Design,USED,50594,45688,Automatic,Silver,Gray,AWD,75207
2016,Scion,iM Base,USED,17072,11000,CVT,White,Black,FWD,75207
2014,Hyundai,Equus Ultimate,USED,79870,14995,Automatic,Black,Black,RWD,75207
2020,Chevrolet,Spark LS,NEW,0,12122,Manual,Gray,Other,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,13948,CVT,Red,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,15582,CVT,Red,Black,FWD,75207
2019,FIAT,500C Pop,NEW,0,18990,Automatic,Red,Black,FWD,75207
2019,FIAT,500C Pop,NEW,0,18990,Automatic,Red,Black,FWD,75207
2013,Ford,Sedan Police Interceptor Base,USED,70304,9950,Automatic,Blue,Gray,AWD,75207
2018,Toyota,Corolla iM Base,USED,0,10500,Automatic,Black,Black,Unknown,75207
2020,Chevrolet,Trax LS,NEW,0,18988,Automatic,Gray,Black,AWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,17095,CVT,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19290,Automatic,White,Black,FWD,75207
2020,Nissan,Versa S,NEW,0,15618,CVT,White,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19189,Automatic,Gray,Black,FWD,75207
2000,Plymouth,Prowler,USED,0,39995,Automatic,Yellow,Black,RWD,75207
2019,Chevrolet,Trax LS,NEW,0,16607,Automatic,Black,Black,FWD,75207
2009,Acura,RL Technology,USED,55321,6500,Automatic,Gray,Gray,AWD,75207
2016,Audi,RS 7 4.0T PRESTIGE,USED,40985,64930,Automatic,Gray,Black,AWD,75207
2017,Chevrolet,Traverse Premier,USED,31074,22299,Automatic,White,Gray,AWD,75207
2017,Buick,Encore Preferred,USED,16851,13990,Automatic,Red,Black,AWD,75207
2006,Mercury,Grand Marquis LS Premium,USED,0,5444,Automatic,Gray,Black,RWD,75207
2020,Chevrolet,Trax LS,NEW,0,20795,Automatic,White,Black,AWD,75207
2019,Chevrolet,Trax LS,NEW,0,19929,Automatic,Blue,Black,AWD,75207
2001,Lexus,LX 470,USED,98715,22495,Automatic,White,Beige,4x4/4-wheel drive,75207
2020,Nissan,Versa 1.6 SV,NEW,0,16217,CVT,White,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18013,Automatic,White,Black,FWD,75207
2008,Mitsubishi,Eclipse SE,USED,166305,4990,Automanual,White,Black,RWD,75207
2020,Chevrolet,Spark LS,NEW,0,11921,CVT,Black,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,13895,CVT,Beige,Other,FWD,75207
2019,BMW,X7 xDrive50i,BMW CERTIFIED,0,85900,Automatic,White,Black,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,21640,Automatic,White,Black,FWD,75207
2018,Ford,Fusion SE,USED,1126,13998,Automatic,Silver,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,16850,Automatic,Silver,Other,FWD,75207
2017,Jeep,Grand Cherokee Overland,USED,35095,28998,Automatic,Brown,Black,4x4/4-wheel drive,75207
2020,Ford,EcoSport Titanium,NEW,0,26588,Automatic,Red,Black,4x4/4-wheel drive,75207
2018,Lincoln,Navigator L Reserve,USED,0,59993,Automatic,Black,Black,4x4/4-wheel drive,75207
2019,Honda,CR-V LX,USED,0,16900,CVT,Blue,Gray,FWD,75207
2019,Ford,EcoSport SE,USED,5435,12995,Automatic,Silver,Black,FWD,75207
2013,Nissan,Titan PRO-4X,USED,73997,16950,Automatic,Red,Gray,4x4/4-wheel drive,75207
2020,Nissan,Versa S,NEW,0,17985,CVT,White,Gray,FWD,75207
2015,Subaru,XV Crosstrek 2.0i Limited,USED,41000,14450,CVT,Blue,Beige,AWD,75207
2010,GMC,Terrain SLT-2,USED,117716,8403,Automatic,Gold,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,21978,Automatic,White,Other,FWD,75207
2015,Cadillac,Escalade ESV Premium,USED,67113,34900,Automatic,White,Black,4x4/4-wheel drive,75207
2020,Chevrolet,Spark 1LT,NEW,0,15785,CVT,Orange,Black,FWD,75207
2019,Lincoln,MKC Reserve,NEW,0,40927,Automatic,White,Beige,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,16954,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,11694,CVT,Silver,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17634,Automatic,White,Black,FWD,75207
2019,BMW,X7 xDrive40i,USED,0,71843,Automatic,Gray,Other,AWD,75207
2020,Chevrolet,Malibu RS,NEW,0,21947,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Malibu RS,NEW,0,21947,Automatic,Silver,Black,FWD,75207
2011,GMC,Savana 1500 Upfitter Cargo,USED,0,22995,Automatic,Black,Gray,RWD,75207
2020,Chevrolet,Spark LS,NEW,0,10832,CVT,Orange,Black,FWD,75207
2020,Hyundai,Venue SE,NEW,0,18995,CVT,Silver,Black,FWD,75207
2019,Nissan,Kicks S,NEW,0,16808,CVT,Gray,Gray,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,14892,CVT,Black,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,14892,CVT,Silver,Black,FWD,75207
2017,Lincoln,MKZ Hybrid Premiere,USED,27050,19495,CVT,Silver,Beige,FWD,75207
2020,Nissan,Rogue Sport SV,NEW,0,20291,CVT,Gray,Gray,FWD,75207
2019,Cadillac,XT4 Sport,NEW,0,36785,Automatic,Blue,Beige,FWD,75207
2020,Nissan,Versa S,NEW,0,16152,CVT,Silver,Gray,FWD,75207
2020,Chevrolet,Sonic LT,NEW,0,19064,Automatic,Gray,Black,FWD,75207
2016,Chevrolet,City Express 1LT,USED,46935,10990,CVT,White,Gray,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15410,CVT,Blue,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,13247,CVT,Black,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,13290,CVT,Blue,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,15467,Automatic,White,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,14727,CVT,White,Black,FWD,75207
2017,Chrysler,Pacifica Limited,USED,34197,26999,Automatic,White,Brown,FWD,75207
2020,Ford,EcoSport Titanium,NEW,0,26594,Automatic,Red,Other,4x4/4-wheel drive,75207
2020,Chevrolet,Trax LS,NEW,0,14061,Automatic,Silver,Black,FWD,75207
2015,BMW,650 Gran Coupe i xDrive,USED,45095,32499,Automatic,Black,Black,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,14730,Automatic,Black,Black,FWD,75207
2020,Nissan,Rogue SV,NEW,0,27489,CVT,White,Beige,FWD,75207
2020,Nissan,Rogue SV,NEW,0,25371,CVT,Silver,Gray,FWD,75207
2016,Chrysler,200 LX,USED,37133,8763,Automatic,Black,Black,FWD,75207
2008,Pontiac,G8 Base,USED,117276,6400,Automatic,Black,Black,RWD,75207
1994,Toyota,Supra,USED,87710,49995,Other / Unknown,Other,Other,Unknown,75207
2019,Nissan,Murano Platinum,USED,6851,26199,CVT,Gray,Gray,FWD,75207
2014,Subaru,Forester 2.0XT Touring,USED,37675,19000,CVT,Gray,Black,AWD,75207
2015,Dodge,Journey SE,USED,27543,8495,Automatic,Gray,Black,FWD,75207
2018,Mazda,Mazda6 Grand Touring Reserve,USED,10071,18000,Automatic,White,Black,FWD,75207
2017,Chevrolet,Cruze LT,USED,54248,9500,Automatic,Blue,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18238,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19006,Automatic,Black,Black,FWD,75207
2003,Ford,Thunderbird Deluxe,USED,62000,10995,Automatic,Black,Black,RWD,75207
2020,Chevrolet,Spark LS,NEW,0,14458,Automatic,Blue,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14094,Automatic,White,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14094,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14458,Automatic,Orange,Black,FWD,75207
2011,Subaru,Impreza Outback Sport Outback Sport,USED,91532,8991,Automatic,Silver,Black,AWD,75207
2016,Buick,Encore Base,USED,41794,13999,Automatic,White,Gray,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,16557,CVT,Blue,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15395,CVT,Orange,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15032,CVT,Black,Black,FWD,75207
2017,Buick,LaCrosse Premium,USED,14870,18979,Automatic,Red,Beige,FWD,75207
2020,Chevrolet,Trax LT,NEW,0,24645,Automatic,White,Black,FWD,75207
2007,Dodge,Magnum R/T,USED,65612,8923,Automatic,White,Gray,RWD,75207
2020,BMW,530 i xDrive,NEW,0,59585,Automatic,White,Black,AWD,75207
2020,Chevrolet,Spark LS,NEW,0,12167,CVT,Blue,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,10990,Automatic,Black,Black,FWD,75207
2017,Lincoln,MKZ Reserve,USED,22135,17998,Automatic,White,Beige,AWD,75207
2012,Ford,Escape Limited,USED,52646,4995,Automatic,Other,Other,4x2/2-wheel drive,75207
2020,Chevrolet,Spark LS,NEW,0,9999,CVT,White,Black,FWD,75207
2019,Nissan,Kicks SV,NEW,0,16961,CVT,Gray,Gray,FWD,75207
2018,Chrysler,Pacifica Hybrid Limited,USED,0,32990,Automatic,Gray,Other,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14481,CVT,Blue,Black,FWD,75207
2005,Honda,Element EX,USED,13186,8888,Automatic,Green,Gray,FWD,75207
2013,Hyundai,GLS,USED,61370,7888,Automatic,Silver,Gray,FWD,75207
2001,Acura,CL 3.2 Type S,USED,62382,6995,Automatic,Black,Other,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,20056,Automatic,Black,Black,AWD,75207
2014,Honda,Insight LX,USED,58960,7990,CVT,White,Gray,FWD,75207
2020,Nissan,Versa S,NEW,0,16210,CVT,Gray,Gray,FWD,75207
2020,Nissan,Versa S,NEW,0,17685,CVT,Black,Gray,FWD,75207
2018,BMW,M550 i xDrive,USED,7162,62950,Automatic,Black,Black,AWD,75207
2016,Hyundai,Equus Signature,USED,75161,18991,Automatic,White,White,RWD,75207
2020,Chevrolet,Spark LS,NEW,0,14345,CVT,Gray,Black,FWD,75207
2020,Nissan,Versa S,NEW,0,18235,CVT,Gray,Gray,FWD,75207
2019,Chevrolet,Trax LT,NEW,0,14995,Automatic,White,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,11594,CVT,Red,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,11594,CVT,Red,Black,FWD,75207
2012,Nissan,Sentra 2.0 SR,USED,44613,5995,CVT,Black,Gray,FWD,75207
2003,Toyota,MR2 Spyder,USED,59925,9498,Manual,Silver,Black,RWD,75207
2020,Ford,EcoSport SE,NEW,0,20488,Automatic,Red,Black,FWD,75207
2019,Cadillac,CTS 3.6L Luxury,CADILLAC CERTIFIED,19677,33970,Automatic,White,Beige,AWD,75207
2020,Chevrolet,Spark ACTIV,NEW,0,12495,CVT,Blue,Other,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14590,CVT,Orange,Black,FWD,75207
2019,Lamborghini,Urus Base,USED,9661,229777,Automatic,Other,Other,AWD,75207
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Black,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Gray,Black,FWD,75207
2003,Hummer,H2,USED,0,12995,Automatic,Red,Gray,4x4/4-wheel drive,75207
2004,Chrysler,Crossfire,USED,53000,8995,Manual,Black,Gray,RWD,75207
2019,Ford,EcoSport SE,NEW,0,16750,Automatic,Red,Gray,FWD,75207
2020,Nissan,Versa S,NEW,0,14465,Manual,White,Gray,FWD,75207
2018,Cadillac,CT6 3.0L Twin Turbo Platinum,USED,6207,38479,Automatic,Red,Other,AWD,75207
2019,Toyota,Corolla Hatchback XSE,USED,21809,14995,Automatic,Blue,Gray,FWD,75207
2020,Nissan,Versa S,NEW,0,16754,CVT,Silver,Gray,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,White,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Silver,Black,FWD,75207
2008,Jeep,Commander Sport,USED,67392,7900,Automatic,Silver,Black,4x4/4-wheel drive,75207
2020,Chevrolet,Trax LS,NEW,0,17724,Automatic,Gray,Black,FWD,75207
2019,BMW,i8 Base,USED,3818,109900,Automatic,Gray,Brown,AWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,14403,CVT,Orange,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Red,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,13995,CVT,White,Other,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,13995,CVT,Red,Other,FWD,75207
2018,Hyundai,Sonata Hybrid Limited,USED,13759,22991,Automatic,Silver,Gray,FWD,75207
2007,INFINITI,G35 Base,USED,98232,7552,Automatic,Silver,Gray,RWD,75207
2018,Alfa,Romeo Stelvio Base,USED,4435,24943,Automatic,Blue,Black,AWD,75207
2020,Chevrolet,Spark LS,NEW,0,15590,CVT,Blue,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,10735,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,16637,Automatic,Gray,Black,FWD,75207
2020,Nissan,Versa S,NEW,0,15507,CVT,Black,Black,FWD,75207
2020,Nissan,Versa S,NEW,0,15795,CVT,Black,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,11394,CVT,Brown,Black,FWD,75207
2020,Nissan,Versa S,NEW,0,18015,CVT,Silver,Gray,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,12751,Manual,Black,Black,FWD,75207
2020,Nissan,Rogue Sport S,NEW,0,22848,CVT,Orange,Gray,AWD,75207
2020,Chevrolet,Trax LT,NEW,0,20360,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LT,NEW,0,20360,Automatic,White,Black,FWD,75207
2016,Maserati,Quattroporte S,USED,41530,27700,Automatic,White,Black,RWD,75207
2020,Chevrolet,Trax LS,NEW,0,18077,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17634,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18276,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14195,CVT,Gray,Black,FWD,75207
2015,Subaru,BRZ Limited,USED,21590,15495,Manual,Blue,Black,RWD,75207
2020,Chevrolet,Trax LS,NEW,0,18414,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18371,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,11999,CVT,White,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,13502,CVT,Gray,Other,FWD,75207
2014,INFINITI,QX70 Base,USED,31171,17495,Automatic,Silver,Brown,AWD,75207
2013,Kia,Sportage EX,USED,108666,9495,Automatic,Black,Black,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,19699,Automatic,White,Black,AWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,16095,CVT,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19699,Automatic,Silver,Black,AWD,75207
2020,Chevrolet,Spark LS,NEW,0,14590,CVT,Orange,Other,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,13894,CVT,White,Black,FWD,75207
2007,Buick,Rendezvous CX,USED,99403,4699,Automatic,White,Beige,FWD,75207
2020,Nissan,Versa S,NEW,0,16462,CVT,Gray,Gray,FWD,75207
2019,Chevrolet,Trax LT,NEW,0,25580,Automatic,Silver,Black,AWD,75207
2008,Chrysler,Town & Country Limited,USED,79611,7498,Automatic,Silver,Gray,FWD,75207
2020,Nissan,Rogue Sport SV,NEW,0,20291,CVT,Gray,Gray,FWD,75207
2019,Honda,Passport Elite,USED,8164,36500,Automatic,Black,Black,AWD,75207
2020,Chevrolet,Trax LT,NEW,0,18669,Automatic,Gray,Black,FWD,75207
2015,Chevrolet,Equinox 2LT,USED,60563,8990,Automatic,Silver,Black,FWD,75207
2015,Hyundai,Genesis 3.8,USED,38383,14990,Automatic,Silver,Black,RWD,75207
2020,Nissan,Versa S,NEW,0,16462,CVT,Silver,Gray,FWD,75207
2018,Dodge,Durango R/T,USED,15190,27075,Automatic,Black,Black,RWD,75207
2020,Chevrolet,Spark LS,NEW,0,11734,Automatic,Silver,Black,FWD,75207
2019,Volkswagen,Atlas 3.6 V6 SE R-Line,USED,7033,33948,Automatic,White,Beige,AWD,75207
2020,Nissan,Versa 1.6 SR,NEW,0,17267,CVT,Black,Gray,FWD,75207
2007,Buick,Rendezvous CXL,USED,142305,1999,Automatic,Black,Gray,FWD,75207
2019,Cadillac,XT4 Premium Luxury,NEW,0,36988,Automatic,Red,Black,FWD,75207
2018,Lincoln,MKZ Hybrid Reserve,USED,3952,22799,CVT,Beige,Beige,FWD,75207
2011,Ford,F-150 XLT,USED,70376,16499,Automatic,White,Gray,RWD,75207
2020,Chevrolet,Trax LS,NEW,0,12830,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,12830,Automatic,Gray,Black,FWD,75207
2020,Ford,EcoSport Titanium,NEW,0,20887,Automatic,White,Black,4x4/4-wheel drive,75207
2020,Chevrolet,Spark LS,NEW,0,12287,CVT,Black,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,16609,CVT,Blue,Black,FWD,75207
2020,Ford,EcoSport SES,NEW,0,23432,Automatic,White,Black,4x4/4-wheel drive,75207
2016,Audi,Q5 3.0T Premium Plus,USED,9485,25289,Automatic,Gray,Black,AWD,75207
2007,Chevrolet,HHR LT,USED,79075,4995,Automatic,White,Beige,FWD,75207
2017,BMW,X5 eDrive xDrive40e,BMW CERTIFIED,0,31988,Automatic,Silver,Black,AWD,75207
2020,Toyota,Yaris LE,NEW,0,18744,Automatic,Blue,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,13657,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,13657,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,13224,CVT,Red,Black,FWD,75207
2019,Kia,Stinger Base,USED,16334,23464,Automatic,White,Black,RWD,75207
2020,Chevrolet,Trax LS,NEW,0,15570,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,15570,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,13195,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14445,CVT,Black,Other,FWD,75207
2020,Chevrolet,Spark LT,NEW,0,17490,Automatic,Orange,Black,FWD,75207
2020,Chevrolet,Spark LT,NEW,0,16390,Manual,Blue,Black,FWD,75207
2020,Nissan,Rogue SV,NEW,0,29916,CVT,Blue,Gray,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,19438,Automatic,White,Other,AWD,75207
2020,Nissan,Versa 1.6 SR,NEW,0,16637,CVT,Blue,Gray,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,Gray,Black,FWD,75207
2017,Mercedes-Benz,Sprinter 2500 Standard Roof,USED,14699,38650,Automatic,White,Black,RWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,13129,CVT,Red,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,13129,CVT,Red,Black,FWD,75207
2020,Ford,EcoSport Titanium,NEW,0,22978,Automatic,White,Gray,FWD,75207
2020,Hyundai,Accent SE,NEW,0,15020,Manual,White,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,15263,CVT,Black,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,15263,CVT,Silver,Black,FWD,75207
2017,Genesis,G90 5.0 Ultimate,USED,64745,34988,Automatic,Black,Beige,RWD,75207
2016,Nissan,Titan XD Platinum Reserve,USED,46435,28823,Automatic,Black,Black,RWD,75207
2020,Chevrolet,Trax LS,NEW,0,17223,Automatic,Black,Black,FWD,75207
2014,Dodge,Dart SXT,USED,59545,7350,Automatic,Gray,Other,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Beige,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,White,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Red,Black,FWD,75207
2015,Lexus,IS 250 250,USED,59522,20500,Automatic,Black,Gray,AWD,75207
2019,Hyundai,Sonata Hybrid Limited,NEW,0,30490,Automatic,White,Other,FWD,75207
2019,Nissan,Versa 1.6 S+,NEW,0,13946,CVT,Silver,Gray,FWD,75207
2018,Nissan,Altima 2.5 SR,USED,9421,16995,CVT,White,Black,FWD,75207
2020,Nissan,Versa S,NEW,0,15962,CVT,Blue,Gray,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,13025,Automatic,Red,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,13025,Automatic,Red,Black,FWD,75207
2014,Nissan,Altima 2.5 S,USED,20104,10950,CVT,Beige,Beige,FWD,75207
2020,Nissan,Versa S,NEW,0,16754,CVT,White,Gray,FWD,75207
2020,Nissan,Versa S,NEW,0,16754,CVT,Silver,Gray,FWD,75207
2020,Nissan,Versa S,NEW,0,16754,CVT,Silver,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,21071,Automatic,White,Other,FWD,75207
2004,Ford,Excursion Limited,USED,0,15994,Automatic,Beige,Beige,4x4/4-wheel drive,75207
2020,Chevrolet,Trax LS,NEW,0,17724,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,11558,Manual,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18798,Automatic,Black,Black,FWD,75207
2018,Audi,Q5 2.0T Premium Plus,USED,10031,35386,Automatic,Gray,Black,AWD,75207
2020,Ford,Transit-250 Base,NEW,0,43025,Automatic,White,Gray,AWD,75207
2020,Chevrolet,Trax LT,NEW,0,23280,Automatic,Black,Black,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,16640,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17634,Automatic,Silver,Black,FWD,75207
