Year,Brand,Model,Title,Mile,Price,Transmition,EXT_COLOR,INT_COLOR,Derivtrain,zipcode
2020,Chevrolet,Trax LS,NEW,0,17888,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,14195,CVT,Silver,Black,FWD,89107
2020,GMC,Savana 2500 Work Van,NEW,0,31995,Automatic,White,Gray,RWD,89107
2019,Ford,Expedition Max XLT,USED,17793,44999,Automatic,White,Other,4x4/4-wheel drive,89107
2020,Chevrolet,Malibu 1LS,NEW,0,22855,CVT,Black,Black,FWD,89107
2020,Chevrolet,Trax LT,NEW,0,23280,Automatic,Black,Black,AWD,89107
2014,Cadillac,ATS 2.0L Turbo Luxury,USED,50850,11999,Automatic,Black,Other,AWD,89107
2015,Dodge,Journey R/T,USED,45214,12275,Automatic,Black,Black,FWD,89107
2006,Bentley,Continental Flying Spur,USED,52710,31840,Automatic,Blue,Brown,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,18798,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18007,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Trax LT,NEW,0,20818,Automatic,Black,Black,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,18449,Automatic,Silver,Black,AWD,89107
2014,Jeep,Wrangler Unlimited Sahara,USED,53174,24700,Automatic,Black,Red,4x4/4-wheel drive,89107
2004,Oldsmobile,Alero GLS,USED,30449,4995,Automatic,Silver,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19295,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,16265,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,16265,Automatic,Gray,Black,FWD,89107
2019,Nissan,Versa 1.6 S+,NEW,0,13946,CVT,Silver,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,21071,Automatic,White,Other,FWD,89107
2020,Ford,EcoSport SES,NEW,0,27431,Automatic,Silver,Black,4x4/4-wheel drive,89107
2013,BMW,ALPINA B7 xDrive,USED,55829,22495,Automatic,Silver,Other,AWD,89107
2019,Volkswagen,Atlas 3.6L SEL Premium,USED,12965,44600,Automatic,White,Beige,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,18072,Automatic,Gray,Other,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17066,Automatic,Gray,Black,FWD,89107
2020,Kia,Telluride S,USED,13631,34813,Automatic,White,Black,FWD,89107
2013,Hyundai,Genesis Coupe 3.8 Grand Touring,USED,108271,9495,Automatic,Gray,Black,RWD,89107
2001,Mercury,Sable LS Premium,USED,38128,4900,Automatic,Red,Brown,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,11972,Automatic,Silver,Black,FWD,89107
2016,BMW,428 Gran Coupe i xDrive,USED,18980,22995,Automatic,Silver,Black,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,20310,Automatic,Gray,Black,FWD,89107
2019,Cadillac,XT4 Premium Luxury,NEW,0,36988,Automatic,Red,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,14061,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,13598,Automatic,White,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,15876,CVT,Beige,Black,FWD,89107
2016,Mercedes-Benz,CLS 400,USED,15776,30187,Automatic,Silver,Black,RWD,89107
2006,Jaguar,XJ8 L,USED,64574,13997,Automatic,Gray,White,RWD,89107
2020,Chevrolet,Trax LS,NEW,0,17502,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17502,Automatic,White,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,16533,CVT,Silver,Gray,FWD,89107
2020,Nissan,Rogue Sport SV,NEW,0,21401,CVT,Green,Gray,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,16095,CVT,Black,Black,FWD,89107
2020,Nissan,Versa 1.6 SR,NEW,0,15935,CVT,Silver,Gray,FWD,89107
2019,Kia,Rio S,NEW,0,17325,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LT,NEW,0,20949,Automatic,White,Other,AWD,89107
2020,Chevrolet,Spark LS,NEW,0,11675,CVT,Orange,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,11675,CVT,Blue,Black,FWD,89107
2010,Cadillac,STS Luxury,USED,73824,7856,Automatic,Red,Other,RWD,89107
2013,Nissan,NV Passenger NV3500 HD SV V6/SV V8,USED,63769,20000,Automatic,Blue,Other,RWD,89107
2010,Jaguar,XK,USED,60050,18000,Automatic,Black,Black,RWD,89107
2016,Hyundai,Accent SE,USED,40831,8671,Automatic,Gray,Gray,FWD,89107
2020,Ford,EcoSport SES,NEW,0,24172,Automatic,White,Black,4x4/4-wheel drive,89107
2020,Chevrolet,Trax LS,NEW,0,17518,Automatic,White,Black,AWD,89107
2020,Buick,Envision Premium I,NEW,0,36500,Automatic,Gray,Gray,AWD,89107
2014,Ford,Focus SE,USED,79333,5999,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,13657,Automatic,Black,Black,FWD,89107
2019,Ford,Transit-150 Base,NEW,0,23990,Automatic,White,Gray,RWD,89107
2020,Chevrolet,Spark LS,NEW,0,10990,Automatic,Red,Black,FWD,89107
2020,Chevrolet,Trax LT,NEW,0,20465,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19314,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19314,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19314,Automatic,Silver,Black,FWD,89107
2010,Volkswagen,Eos Komfort,USED,82313,6300,Automatic,Red,Beige,FWD,89107
2013,Nissan,Juke NISMO,USED,76724,9677,CVT,Black,Black,AWD,89107
2019,Jeep,Renegade Trailhawk,NEW,0,28622,Automatic,Gray,Black,4x4/4-wheel drive,89107
2020,Chevrolet,Spark LS,NEW,0,15194,CVT,Red,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,15194,CVT,Red,Black,FWD,89107
2010,Dodge,Journey SXT,USED,140801,3999,Automatic,Blue,Gray,FWD,89107
2018,Ford,Transit-350 Base,NEW,0,33500,Automatic,White,Gray,RWD,89107
2019,Toyota,4Runner SR5,USED,20316,34995,Automatic,Blue,Other,4x4/4-wheel drive,89107
2014,BMW,i3 Base,USED,31766,14900,Automatic,White,Black,RWD,89107
2018,Chevrolet,Traverse LT Cloth,USED,13554,21589,Automatic,Gray,Black,FWD,89107
2019,Nissan,Pathfinder S,NEW,0,22495,CVT,Black,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18315,Automatic,White,Black,FWD,89107
2008,Mercury,Grand Marquis LS,USED,73500,5495,Automatic,Beige,Beige,RWD,89107
2020,Hyundai,Santa Fe SEL 2.4,USED,0,30997,Automatic,Green,Black,AWD,89107
2007,Chevrolet,TrailBlazer SS,USED,0,12395,Automatic,White,Other,AWD,89107
2020,Chevrolet,Bolt EV Premier,NEW,0,32873,Automatic,Red,Gray,FWD,89107
2014,Dodge,Dart Limited,USED,46642,10493,Automatic,Blue,Black,FWD,89107
2020,Ford,EcoSport SE,NEW,0,21052,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Sonic LT,NEW,0,17181,Automatic,White,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,Black,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,15757,CVT,White,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17980,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,13917,CVT,Silver,Other,FWD,89107
2018,Lincoln,Navigator L Reserve,USED,27125,59993,Automatic,Black,Black,4x4/4-wheel drive,89107
2020,Ford,EcoSport S,NEW,0,17932,Automatic,Black,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17542,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,16435,Automatic,Gray,Black,FWD,89107
2019,Cadillac,XT4 Sport,NEW,0,39170,Automatic,Gray,Other,AWD,89107
2020,Nissan,Versa S,NEW,0,15999,CVT,White,Other,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,13160,CVT,Orange,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,11959,CVT,Silver,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18916,Automatic,White,Black,FWD,89107
2020,Chevrolet,Spark 2LT,NEW,0,18137,CVT,Black,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,20191,Automatic,White,Gray,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,16592,CVT,White,Black,FWD,89107
2004,Chrysler,Crossfire,USED,39861,7490,Automatic,Gray,Gray,RWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,15549,CVT,Red,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,11694,CVT,Red,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18618,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LT,NEW,0,20723,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,16575,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17776,Automatic,White,Black,FWD,89107
2011,Land,Rover LR2 Base,USED,91638,7960,Automatic,Black,Beige,4x4/4-wheel drive,89107
2020,Chevrolet,Spark 1LT,NEW,0,17240,CVT,Blue,Black,FWD,89107
2007,Mercedes-Benz,R 350 4MATIC,USED,134229,5995,Automatic,Blue,Gray,AWD,89107
2020,Nissan,Rogue Sport S,NEW,0,22848,CVT,Orange,Gray,AWD,89107
2019,Buick,Enclave Preferred,USED,0,29500,Automatic,Black,Gray,FWD,89107
2018,Lexus,LS 500,USED,0,55987,Automatic,Silver,Other,AWD,89107
2015,INFINITI,Q50 Hybrid Premium,USED,53140,17495,Automatic,Blue,Beige,AWD,89107
2013,BMW,760 Li,USED,48649,37997,Automatic,White,Brown,RWD,89107
2020,Chevrolet,Spark 2LT,NEW,0,19040,CVT,Red,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19415,Automatic,White,Other,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,16314,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,21525,Automatic,Black,Black,FWD,89107
2019,Volvo,XC40 MOMENTUM,VOLVO CERTIFIED,29195,39250,Automatic,Other,Beige,AWD,89107
2020,Chevrolet,Spark LS,NEW,0,13906,CVT,Blue,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,16056,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,13496,CVT,Red,Black,FWD,89107
2015,Nissan,Versa 1.6 S,USED,46974,5900,Automatic,Silver,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19237,Automatic,Black,Gray,AWD,89107
2019,MINI,Hardtop Cooper S,NEW,0,29108,Other / Unknown,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19830,Automatic,Silver,Black,FWD,89107
2004,Pontiac,GTO,USED,45583,12984,Other / Unknown,Purple,Other,RWD,89107
2010,Dodge,Journey SXT,USED,117244,4995,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18072,Automatic,Gray,Other,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18505,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18505,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18238,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19716,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18072,Automatic,Gray,Other,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19716,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17066,Automatic,White,Black,FWD,89107
2018,Dodge,Journey GT,USED,17156,15950,Automatic,Silver,Gray,AWD,89107
1988,Cadillac,Seville Base,USED,87201,2500,Automatic,Red,Red,FWD,89107
2020,Ford,EcoSport Titanium,NEW,0,23230,Automatic,Black,Other,4x4/4-wheel drive,89107
2020,Chevrolet,Spark LS,NEW,0,11340,CVT,Black,Black,FWD,89107
2010,Kia,Rio LX,USED,77273,5371,Automatic,Beige,Beige,FWD,89107
2017,Hyundai,Veloster,USED,27650,10550,Automatic,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19215,Automatic,Silver,Black,FWD,89107
2020,Buick,Envision Essence,NEW,0,32658,Automatic,White,Beige,AWD,89107
2019,Cadillac,XT4 Premium Luxury,NEW,0,36988,Automatic,Red,Black,FWD,89107
2012,Mercedes-Benz,SLK 350,USED,15500,20500,Automatic,Black,Black,RWD,89107
2020,Ford,EcoSport SE,NEW,0,24011,Automatic,White,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,16033,CVT,Black,Gray,FWD,89107
2020,Nissan,Versa S,NEW,0,16128,CVT,Black,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17811,Automatic,White,Black,FWD,89107
2007,Cadillac,Escalade EXT,USED,0,12995,Automatic,White,Brown,AWD,89107
2013,MINI,Coupe Cooper S,USED,40787,11000,Manual,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19020,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19020,Automatic,Silver,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19020,Automatic,Gray,Black,FWD,89107
2007,Bentley,Continental Flying Spur,USED,47697,47455,Automatic,White,Other,AWD,89107
2020,Chevrolet,Spark LT,NEW,0,17490,Automatic,Orange,Black,FWD,89107
2020,Chevrolet,Spark LT,NEW,0,16390,Manual,Blue,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17380,Automatic,Silver,Black,AWD,89107
2005,Honda,Element EX,USED,140000,2500,Automatic,Red,Gray,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,18916,Automatic,White,Black,FWD,89107
2020,Buick,Envision Essence,NEW,0,34055,Automatic,Blue,Gray,FWD,89107
2019,Chevrolet,Trax Premier,NEW,0,18667,Automatic,Silver,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,14140,Automatic,Silver,Black,FWD,89107
2020,Chevrolet,Spark LT,NEW,0,13207,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Trax LT,NEW,0,20465,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Trax LT,NEW,0,20465,Automatic,Silver,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19314,Automatic,Silver,Black,FWD,89107
2016,Chrysler,200 S,USED,13200,19745,Automatic,Red,Other,AWD,89107
2001,Ford,Ranger XLT,USED,81000,7995,Automatic,Other,Other,4x4/4-wheel drive,89107
2015,Nissan,Versa Note S,USED,0,2995,Manual,Black,Other,FWD,89107
2006,Lincoln,Town Car Signature,USED,77000,5700,Automatic,Blue,White,RWD,89107
2020,Nissan,Versa SV,NEW,0,19425,CVT,White,Gray,FWD,89107
2020,Chevrolet,Trax Premier,NEW,0,29525,Automatic,Red,Black,FWD,89107
2010,Ford,Edge SEL,USED,154490,5495,Automatic,Black,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,16452,CVT,Blue,Gray,FWD,89107
2020,Nissan,Versa S,NEW,0,16452,CVT,Silver,Gray,FWD,89107
2020,Nissan,Versa S,NEW,0,16452,CVT,White,Gray,FWD,89107
2016,Subaru,WRX Base,USED,62000,16900,Manual,Silver,Black,AWD,89107
2020,Nissan,Versa S,NEW,0,16685,CVT,Black,Gray,FWD,89107
2005,Mazda,MPV LX,USED,85306,5895,Automatic,Other,Black,FWD,89107
2014,Cadillac,SRX Performance Collection,USED,60409,11998,Automatic,Black,Black,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,18530,Automatic,Gray,Black,FWD,89107
2014,Hyundai,Genesis Coupe 2.0T,USED,50000,10990,Automatic,Gray,Black,RWD,89107
2020,Nissan,Rogue SL,NEW,0,27181,CVT,Gray,Gray,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,12999,CVT,Red,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,12999,CVT,Red,Black,FWD,89107
2017,Honda,Ridgeline RTL-T,USED,32854,20900,Automatic,White,Black,AWD,89107
2017,Lincoln,MKC Premiere,USED,36220,14399,Automatic,Beige,Black,FWD,89107
2019,Chevrolet,Traverse Premier,USED,6456,31299,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,9944,Automatic,Red,Black,FWD,89107
2014,smart,ForTwo Pure,USED,55906,5500,Automatic,Black,Black,RWD,89107
2016,Cadillac,SRX Luxury Collection,USED,48438,14979,Automatic,Black,Black,AWD,89107
2018,Nissan,Murano SL,USED,26223,19289,CVT,White,Beige,AWD,89107
2011,Lotus,Evora 2+2,USED,7607,49950,Manual,Silver,Black,RWD,89107
2019,Alfa,Romeo Giulia Quadrifoglio,USED,14657,59497,Automatic,Blue,Black,RWD,89107
2020,Chevrolet,Trax LS,NEW,0,16211,Automatic,Black,Gray,FWD,89107
2012,BMW,X6 M Base,USED,74409,23000,Automatic,Black,Orange,AWD,89107
2014,Chrysler,300C Base,USED,54298,11785,Automatic,Black,Black,RWD,89107
2020,Chevrolet,Trax LS,NEW,0,16939,Automatic,White,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,Beige,Black,FWD,89107
2006,Toyota,Tundra Limited,USED,102600,2750,Automatic,Red,Beige,4x4/4-wheel drive,89107
2020,Nissan,Rogue SV,NEW,0,25980,CVT,Black,Gray,FWD,89107
2007,Saturn,Sky Base,USED,62405,7250,Automatic,Red,Black,RWD,89107
2015,INFINITI,QX70 Base,USED,47000,19950,Automatic,Black,Black,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,21330,Automatic,Gray,Other,AWD,89107
2014,Nissan,Murano S,USED,68376,9500,CVT,Brown,Beige,AWD,89107
2017,BMW,320 i xDrive,USED,26195,16999,Automatic,Black,Black,AWD,89107
2014,Nissan,Leaf S,USED,36919,7995,Automatic,Black,Black,FWD,89107
2017,FIAT,500e Battery Electric,USED,12997,9500,Automatic,Orange,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18798,Automatic,Gray,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,16248,CVT,White,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17373,Automatic,Silver,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18007,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17790,Automatic,Black,Black,FWD,89107
1991,Mitsubishi,3000GT SL,USED,18213,14588,Manual,Black,Beige,FWD,89107
2016,BMW,X5 eDrive xDrive40e,USED,34102,32800,Automatic,Black,Black,AWD,89107
2020,Chevrolet,Spark LS,NEW,0,10832,CVT,Orange,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,15881,CVT,Black,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17843,Automatic,Silver,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17843,Automatic,Silver,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,17843,Automatic,White,Black,FWD,89107
2020,Chevrolet,Spark 2LT,NEW,0,19040,CVT,White,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,16299,CVT,Black,Gray,FWD,89107
2020,Nissan,Versa S,NEW,0,16754,CVT,White,Gray,FWD,89107
2020,Nissan,Versa S,NEW,0,16754,CVT,Silver,Gray,FWD,89107
2020,Nissan,Versa S,NEW,0,16754,CVT,Silver,Gray,FWD,89107
2018,Ford,Fusion Hybrid Titanium,USED,39667,16400,CVT,White,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,13447,CVT,Gray,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,22088,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,16056,Automatic,Silver,Black,FWD,89107
2012,Ford,Fusion SEL,USED,130281,5824,Automatic,Red,Gray,FWD,89107
2020,Chevrolet,Spark ACTIV,NEW,0,16397,CVT,Blue,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,14590,CVT,Blue,Black,FWD,89107
2020,Hyundai,Accent SE,NEW,0,13098,CVT,Blue,Black,FWD,89107
2008,Chrysler,Pacifica Touring,USED,91582,5391,Automatic,Red,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19755,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19724,Automatic,White,Other,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,14547,CVT,Orange,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,17985,CVT,White,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18830,Automatic,White,Other,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19219,Automatic,Gray,Black,FWD,89107
2011,Mitsubishi,Endeavor LS,USED,75335,8988,Automatic,White,Other,AWD,89107
2017,Land,Rover Discovery HSE,USED,9990,42499,Automatic,Red,Black,4x4/4-wheel drive,89107
2020,Chevrolet,Trax LS,NEW,0,14061,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,16008,CVT,Beige,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,11695,CVT,Red,Black,FWD,89107
2017,Buick,Cascada Sport Touring,BUICK CERTIFIED,21337,22984,Automatic,Blue,Black,FWD,89107
2015,Chevrolet,Equinox 1LT,USED,31000,7500,Automatic,Other,Other,AWD,89107
2017,Mitsubishi,Mirage SE,USED,61000,6700,Automatic,Other,Other,FWD,89107
2020,Nissan,Versa S,NEW,0,14931,Manual,Silver,Gray,FWD,89107
2020,Nissan,Rogue SV,NEW,0,26562,CVT,Gray,Gray,FWD,89107
2020,Nissan,Versa S,NEW,0,16210,CVT,White,Gray,FWD,89107
2007,Ford,Five Hundred SEL,USED,160123,1499,Automatic,Other,Other,FWD,89107
2020,Nissan,Rogue SL,NEW,0,31340,CVT,White,Gray,FWD,89107
2016,Ford,Escape Titanium,USED,40785,18995,Automatic,Orange,Black,4x4/4-wheel drive,89107
2020,Chevrolet,Spark LS,NEW,0,11990,Automatic,Orange,Black,FWD,89107
2018,Alfa,Romeo Stelvio Ti,USED,0,33000,Automatic,Silver,Beige,AWD,89107
2020,Nissan,Kicks SV,NEW,0,20484,CVT,Blue,Gray,FWD,89107
2015,Buick,Encore Premium,USED,41589,12483,Automatic,White,Gray,FWD,89107
2020,Nissan,Rogue Sport SL,NEW,0,25711,CVT,White,Gray,FWD,89107
2017,Kia,Forte LX,USED,19492,9295,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,12194,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,14140,Automatic,Silver,Black,FWD,89107
2014,MINI,Convertible Cooper,USED,48829,12900,Automatic,Silver,Brown,FWD,89107
2019,Ford,EcoSport SES,NEW,0,19249,Automatic,Black,Black,4x4/4-wheel drive,89107
2020,Nissan,Versa 1.6 SV,NEW,0,15852,CVT,Black,Gray,FWD,89107
2018,Lexus,LC 500 Base,USED,1459,73899,Automatic,White,Beige,RWD,89107
2016,Chrysler,Town & Country Touring,USED,25321,15995,Automatic,Gray,Black,FWD,89107
2016,Audi,RS 7 4.0T PRESTIGE,USED,40985,64900,Automatic,Gray,Black,AWD,89107
2013,Dodge,Dart SXT,USED,76080,5995,Automatic,Black,Black,FWD,89107
2019,Nissan,Rogue Sport SL,NEW,0,26710,CVT,Gray,Gray,AWD,89107
2020,Nissan,Versa S,NEW,0,14804,Manual,Gray,Gray,FWD,89107
2020,Nissan,Versa S,NEW,0,14804,Manual,Silver,Gray,FWD,89107
2020,Nissan,Rogue SL,NEW,0,27531,CVT,White,Beige,FWD,89107
2020,Chevrolet,Trax LT,NEW,0,17999,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Trax LT,NEW,0,17999,Automatic,White,Black,FWD,89107
2020,Chevrolet,Trax LT,NEW,0,17999,Automatic,White,Black,FWD,89107
2020,Hyundai,Ioniq Hybrid SEL,NEW,0,27495,Automatic,Red,Black,FWD,89107
2017,Nissan,Versa 1.6 S+,USED,35072,8999,CVT,White,Gray,FWD,89107
2016,Hyundai,Veloster Base,USED,19593,9900,Automatic,White,Black,FWD,89107
2018,Chevrolet,Traverse Premier,USED,19409,26989,Automatic,White,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,18540,Automatic,Silver,Black,FWD,89107
2019,Chevrolet,Trax LS,NEW,0,16714,Automatic,White,Black,FWD,89107
2016,Ford,Focus ST Base,USED,0,14000,Manual,Blue,Black,FWD,89107
2012,Honda,Odyssey EX,USED,92519,8995,Automatic,Silver,Other,FWD,89107
2002,Chevrolet,Tracker AIR CONDITIONING WHEELS,USED,0,4463,Manual,Silver,Gray,4x4/4-wheel drive,89107
2020,Nissan,Versa S,NEW,0,16962,CVT,Black,Gray,FWD,89107
2020,Chevrolet,Spark ACTIV,NEW,0,16144,CVT,Black,Black,FWD,89107
2019,Hyundai,Santa Fe XL SE,USED,17226,24411,Automatic,Brown,Beige,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19543,Automatic,Silver,Gray,FWD,89107
2016,Kia,Sorento LX,USED,40585,12999,Automatic,Black,Black,AWD,89107
2020,Chevrolet,Trax LS,NEW,0,17691,Automatic,White,Black,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,Red,Black,FWD,89107
2020,Nissan,Rogue SV,NEW,0,27616,CVT,Silver,Gray,FWD,89107
2020,Nissan,Versa 1.6 SR,NEW,0,16380,CVT,Black,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,16524,Automatic,Silver,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,16524,Automatic,Silver,Black,FWD,89107
2020,Nissan,Versa S,NEW,0,15254,CVT,Silver,Gray,FWD,89107
2016,Dodge,Grand Caravan AVP/SE,USED,79925,10950,Automatic,Red,Gray,FWD,89107
2014,Nissan,Altima 2.5 SV,USED,51874,10550,CVT,White,Gray,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19790,Automatic,White,Other,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,15195,Automatic,Red,Black,FWD,89107
2018,Lincoln,Continental Reserve,USED,12159,33993,Automatic,White,Beige,FWD,89107
2020,Chevrolet,Spark LS,NEW,0,14415,CVT,Red,Black,FWD,89107
1990,Mercedes-Benz,190 E 2.6,USED,79925,2995,Automatic,Blue,Beige,RWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,14369,CVT,Blue,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19024,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19024,Automatic,Black,Black,FWD,89107
2020,Chevrolet,Trax LS,NEW,0,19024,Automatic,Black,Black,FWD,89107
2019,Honda,Civic LX,USED,0,20829,CVT,White,Black,FWD,89107
2020,Lincoln,Aviator Reserve AWD,USED,5681,67995,Automatic,White,Other,AWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,15579,CVT,Red,Black,FWD,89107
2019,Nissan,Kicks SR,NEW,0,19301,CVT,Blue,Gray,FWD,89107
2015,Dodge,Dart SXT,USED,47026,9692,Automatic,Black,Gray,FWD,89107
2020,Chevrolet,Spark 1LT,NEW,0,16117,CVT,Blue,Black,FWD,89107
2015,smart,ForTwo Pure,USED,24694,5295,Automatic,White,Black,RWD,89107
